policy,completion_pct,mean_travel_time,surrogate_welfare
all_open,0.7073170731707317,6.873563218390805,160.0
cycle,0.8765060240963856,36.49828178694158,240.0
longest_current_wait,0.874251497005988,36.13356164383562,240.0
longest_cumulative_wait,0.8768768768768769,36.37671232876713,240.0
