policy,completion_pct,mean_travel_time,surrogate_welfare
all_open,0.6022727272727273,5.30188679245283,199.64985212067245
cycle,0.9366666666666666,18.562277580071175,298.0785009333611
longest_current_wait,0.9433333333333334,16.97173144876325,297.09222090310595
longest_cumulative_wait,0.9366666666666666,18.405693950177938,297.2965226826848
